,species,x,y,additional_observations,classification_id,user_name,created_at,subject_ids,image_utm_left,image_utm_bottom,image_utm_right,image_utm_top,site,event,resolution,subject_reference,label,behavior
112,White Ibis ,107.95137023925781,1365.97314453125,No,238130150,Kris_Corbett,2020-05-12 14:46:50 UTC,43847601,545952.4105747441,2889325.4757178407,545968.2665003733,2889341.33164347,6thBridge,03112020,0.010570617086130553,908,White Ibis - Roosting, Roosting
113,White Ibis ,564.8399658203125,1270.7880859375,No,238130150,Kris_Corbett,2020-05-12 14:46:50 UTC,43847601,545952.4105747441,2889325.4757178407,545968.2665003733,2889341.33164347,6thBridge,03112020,0.010570617086130553,908,White Ibis - Nesting, Nesting
114,White Ibis ,560.0806884765625,1312.6695556640625,No,238130150,Kris_Corbett,2020-05-12 14:46:50 UTC,43847601,545952.4105747441,2889325.4757178407,545968.2665003733,2889341.33164347,6thBridge,03112020,0.010570617086130553,908,White Ibis - Nesting, Nesting
115,White Ibis ,519.151123046875,1320.284423828125,No,238130150,Kris_Corbett,2020-05-12 14:46:50 UTC,43847601,545952.4105747441,2889325.4757178407,545968.2665003733,2889341.33164347,6thBridge,03112020,0.010570617086130553,908,White Ibis - Nesting, Nesting
116,White Ibis ,522.95849609375,1435.4583740234375,No,238130150,Kris_Corbett,2020-05-12 14:46:50 UTC,43847601,545952.4105747441,2889325.4757178407,545968.2665003733,2889341.33164347,6thBridge,03112020,0.010570617086130553,908,White Ibis - Nesting, Nesting
117,White Ibis ,634.4252319335938,1251.7510986328125,No,238130150,Kris_Corbett,2020-05-12 14:46:50 UTC,43847601,545952.4105747441,2889325.4757178407,545968.2665003733,2889341.33164347,6thBridge,03112020,0.010570617086130553,908,White Ibis - Nesting, Nesting
118,White Ibis ,687.7288818359375,1222.24365234375,No,238130150,Kris_Corbett,2020-05-12 14:46:50 UTC,43847601,545952.4105747441,2889325.4757178407,545968.2665003733,2889341.33164347,6thBridge,03112020,0.010570617086130553,908,White Ibis - Nesting, Nesting
119,White Ibis ,728.7586059570312,1306.017822265625,No,238130150,Kris_Corbett,2020-05-12 14:46:50 UTC,43847601,545952.4105747441,2889325.4757178407,545968.2665003733,2889341.33164347,6thBridge,03112020,0.010570617086130553,908,White Ibis - Nesting, Nesting
120,White Ibis ,653.4622192382812,1328.85107421875,No,238130150,Kris_Corbett,2020-05-12 14:46:50 UTC,43847601,545952.4105747441,2889325.4757178407,545968.2665003733,2889341.33164347,6thBridge,03112020,0.010570617086130553,908,White Ibis - Nesting, Nesting
121,,,,No,238131273,Kris_Corbett,2020-05-12 14:49:32 UTC,43846640,545698.7157646769,2889293.7638665824,545714.5822609232,2889309.619792212,6thBridge,03112020,0.010570617086130553,483,,
122,White Ibis ,49.36573028564453,1020.10986328125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
123,White Ibis ,163.1743621826172,820.9447631835938,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
124,White Ibis ,378.2392272949219,912.1590576171875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
125,White Ibis ,411.4653015136719,637.3176879882812,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
126,White Ibis ,240.75234985351562,661.585693359375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
127,White Ibis ,22.340177536010742,563.6767578125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
128,White Ibis ,93.22352600097656,232.9375762939453,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
129,White Ibis ,387.7870788574219,89.00311279296875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
130,White Ibis ,653.5308837890625,542.4552612304688,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
131,White Ibis ,553.1114501953125,699.7789916992188,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
132,White Ibis ,550.6010131835938,509.8189697265625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
133,White Ibis ,628.4004516601562,398.1243591308594,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
134,White Ibis ,959.6284790039062,89.32487487792969,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
135,White Ibis ,721.96923828125,263.3851623535156,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
136,White Ibis ,693.51708984375,233.25933837890625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
137,White Ibis ,1481.866455078125,170.77703857421875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
138,White Ibis ,1325.3795166015625,259.4808349609375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
139,White Ibis ,1188.5426025390625,265.5765075683594,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
140,White Ibis ,1147.5380859375,258.88189697265625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
141,Unknown ,1331.6402587890625,291.5181884765625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,Unknown - White - Small - Nesting, White - Small - Nesting
142,White Ibis ,1195.2373046875,346.74884033203125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
143,White Ibis ,1062.1815185546875,427.0843505859375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
144,White Ibis ,1493.06689453125,48.91465759277344,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
145,Unknown ,1383.3394775390625,545.6767578125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,Unknown - White - Small - Nesting, White - Small - Nesting
146,White Ibis ,993.3775024414062,616.8071899414062,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
147,White Ibis ,1431.768798828125,1121.7186279296875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
148,White Ibis ,1383.23681640625,1055.853759765625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
149,White Ibis ,1261.0401611328125,967.4561767578125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
150,White Ibis ,842.5081176757812,1119.383544921875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
151,White Ibis ,793.97607421875,979.8540649414062,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
152,White Ibis ,865.907470703125,978.1207885742188,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
153,White Ibis ,1114.440185546875,1251.3189697265625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
154,White Ibis ,1067.6414794921875,1325.8502197265625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
155,White Ibis ,1090.1741943359375,1403.84814453125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
156,White Ibis ,1109.2403564453125,1493.97900390625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
157,White Ibis ,1361.433349609375,1493.97900390625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
158,White Ibis ,1483.903564453125,1283.784423828125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
159,White Ibis ,740.1670532226562,1187.781494140625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
160,White Ibis ,565.9718627929688,1292.645263671875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
161,White Ibis ,617.9703979492188,1080.3177490234375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
162,White Ibis ,487.1073303222656,999.7200317382812,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
163,White Ibis ,521.7730712890625,1013.5863037109375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
164,White Ibis ,743.6336669921875,1249.313232421875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
165,White Ibis ,372.7104797363281,1232.846923828125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
166,White Ibis ,412.4352111816406,1441.380126953125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
167,White Ibis ,65.77804565429688,1205.6531982421875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
168,White Ibis ,64.91140747070312,1171.8541259765625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Roosting, Roosting
169,White Ibis ,138.5760498046875,1480.3790283203125,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
170,White Ibis ,124.70976257324219,1445.7132568359375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
171,White Ibis ,143.77590942382812,1286.2509765625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
172,White Ibis ,174.9750518798828,1241.185546875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
173,White Ibis ,6.110908508300781,1239.451904296875,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
174,White Ibis ,762.5845947265625,866.693115234375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
175,White Ibis ,920.7451171875,1079.24755859375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
176,White Ibis ,845.7359619140625,1312.3759765625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
177,White Ibis ,856.6146850585938,1489.7835693359375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,White Ibis - Nesting, Nesting
178,Unknown ,623.1396484375,1480.5784912109375,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,Unknown - White - Small - Nesting, White - Small - Nesting
179,Unknown ,616.4450073242188,1434.552978515625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,Unknown - White - Small - Nesting, White - Small - Nesting
180,Unknown ,961.9829711914062,1169.2711181640625,No,238131743,Mack24601,2020-05-12 14:50:39 UTC,43847742,545999.9783516317,2889024.213130886,546015.8342772608,2889040.0690565156,6thBridge,03112020,0.010570617086130553,977,Unknown - White - Small - Nesting, White - Small - Nesting
